Word	Pknown
alit	0.4795
alive	0.9947
aliveness	0.6502
alizarin	0.1169
alkahest	0.0471
alkalescency	0.2155
alkali	0.8623
alkalimeter	0.5825
alkaline	0.9907
alkalinity	0.8329
alkalinize	0.8084
alkalization	0.8367
alkalize	0.8265
alkaloid	0.9067
alkalosis	0.3788
alkane	0.4182
alkanet	0.1275
alkene	0.4080
alky	0.2588
alkyd	0.2164
alkyl	0.4617
alkylation	0.3854
all	0.9948
allantois	0.0496
allay	0.6845
allayer	0.3098
allayment	0.3907
allegation	0.9790
allege	0.8519
allegeable	0.7118
alleged	0.9776
allegedly	0.9847
alleger	0.5440
allegiance	0.9975
allegiant	0.7063
allegoric	0.8651
allegorical	0.9045
allegorically	0.9071
allegorist	0.8098
allegoristic	0.7597
allegorize	0.7928
allegory	0.9458
allegretto	0.6574
allegro	0.9120
allele	0.5413
allelic	0.2450
alleluia	0.5955
allemande	0.4447
allergen	0.9753
allergenic	0.9559
allergic	0.9908
allergist	0.9251
allergy	0.9977
alleviate	0.9800
alleviation	0.9512
alleviative	0.8545
alleviator	0.8417
alleviatory	0.6899
alley	0.9905
alleyway	0.9443
alliaceous	0.2015
alliance	0.9928
allied	0.9903
allies	0.9905
alligator	0.9898
alliterate	0.8600
alliteration	0.9704
alliterative	0.8557
alliteratively	0.7985
alliterativeness	0.7273
allium	0.4956
allocable	0.5257
allocate	0.9924
allocation	0.9799
allocative	0.7134
allocator	0.9183
allocution	0.6438
allogeneic	0.5302
allograft	0.2194
allograph	0.4986
allomorph	0.3555
allomorphic	0.5470
allonym	0.2671
allopath	0.3213
allopathic	0.5012
allopathically	0.4367
allophone	0.3052
allopolyploid	0.2005
allopurinol	0.2158
allosteric	0.2973
allot	0.7184
allotment	0.9577
allotrope	0.5911
allotropic	0.6112
allotropically	0.4237
allotropy	0.4706
allotter	0.5050
allover	0.4665
allow	0.9899
allowable	0.9808
allowableness	0.4239
allowably	0.7918
allowance	0.9951
allowedly	0.5731
alloy	0.9764
allspice	0.8849
allude	0.9591
allure	0.9842
allurement	0.7477
allurer	0.6850
alluring	0.9830
alluringly	0.9355
alluringness	0.7233
allusion	0.8775
allusive	0.8886
allusively	0.8403
allusiveness	0.8955
alluvia	0.4282
alluvial	0.5685
alluvium	0.5372
ally	0.9686
alma	0.7980
almagest	0.1495
almanac	0.9396
almandine	0.4476
almightily	0.7240
almightiness	0.8656
almighty	0.9974
almond	0.9949
almoner	0.2248
almonry	0.1165
almost	0.9975
alms	0.8175
almsgiver	0.7005
almsgiving	0.6496
almshouse	0.6588
almsman	0.5884
almswoman	0.5784
alnico	0.0450
aloe	0.9819
aloft	0.9770
aloha	0.9323
alone	0.9952
aloneness	0.8513
along	0.9924
alongshore	0.6831
alongside	0.9789
aloof	0.9806
aloofly	0.6718
aloofness	0.9467
alopecia	0.7562
aloud	0.9955
alp	0.8475
alpaca	0.9277
alpenglow	0.2173
alpenhorn	0.3088
alpenstock	0.2372
alpha	0.9922
alphabet	0.9954
alphabetic	0.9804
alphabetical	0.9896
alphabetically	0.9925
alphabetization	0.9213
alphabetize	0.9597
alphabetizer	0.8667
alphanumeric	0.9012
alphanumerical	0.9406
alphorn	0.1821
alpine	0.9881
alpinism	0.4869
alpinist	0.5911
alprazolam	0.2632
already	0.9975
alright	0.9519
alsike	0.0220
also	1.0000
alt	0.7709
altar	0.9903
altarpiece	0.8527
alter	0.9906
alterability	0.8575
alterable	0.9433
alterably	0.7176
alteration	0.9973
alterative	0.6375
altercate	0.8621
altercation	0.9863
altercative	0.5177
alternant	0.4833
alternate	0.9977
alternately	0.9754
alternating	0.9973
alternation	0.8519
alternative	1.0000
alternatively	0.9948
alternativeness	0.7109
alternator	0.9628
althea	0.3299
althorn	0.1304
although	0.9932
altimeter	0.8141
altimetry	0.4621
altissimo	0.5567
altitude	0.9858
altitudinal	0.7653
alto	0.9336
altogether	0.9767
altruism	0.9364
altruist	0.9063
altruistic	0.9256
altruistically	0.9267
alular	0.1652
alum	0.8182
alumina	0.4909
aluminate	0.5612
aluminiferous	0.4757
aluminize	0.6810
aluminothermy	0.2452
aluminous	0.6102
aluminum	0.9860
alumna	0.7195
alumnae	0.7990
alumni	0.9760
alumnus	0.8686
alumroot	0.3625
alveolar	0.4709
alveoli	0.6460
alveolus	0.3627
always	0.9927
alyssum	0.5268
alzheimer	0.9864
am	0.9948
amah	0.1429
amalgam	0.7952
amalgamable	0.6364
amalgamate	0.8429
amalgamated	0.8629
amalgamation	0.8561
amalgamative	0.7008
amalgamator	0.7395
amandine	0.4090
amanita	0.1644
amantadine	0.3793
amanuenses	0.2028
amanuensis	0.2895
amaranth	0.5237
amaranthine	0.4876
amarelle	0.1562
amaretto	0.9220
amaryllidaceous	0.1732
amaryllis	0.7132
amass	0.9167
amasser	0.4617
amassment	0.6039
amateur	0.9943
amateurish	0.9409
amateurishly	0.9000
amateurishness	0.8092
amateurism	0.9257
amateurship	0.6721
amative	0.2062
amatively	0.2209
amativeness	0.1399
amatol	0.1851
amatory	0.4005
amaze	0.9949
amazed	0.9923
amazedly	0.7638
amazedness	0.5697
amazement	0.9907
amazing	0.9973
amazingly	0.9923
amazonite	0.5896
ambary	0.1102
ambassador	0.9897
ambassadorial	0.8313
ambassadorship	0.9264
ambassadress	0.5026
amber	1.0000
ambergris	0.5274
amberoid	0.2214
ambiance	0.9747
ambidexterity	0.9457
ambidexterous	0.9786
ambidextrous	0.9752
ambidextrously	0.9471
ambidextrousness	0.9079
ambience	0.9829
ambient	0.9823
ambiguity	0.9900
ambiguous	0.9978
ambiguously	0.9902
ambiguousness	0.9031
ambit	0.3571
ambition	1.0000
ambitionless	0.9114
ambitious	0.9977
ambitiously	0.9732
ambitiousness	0.9171
ambivalence	0.9675
ambivalent	0.9689
amble	0.9603
ambler	0.7694
ambling	0.8916
amblygonite	0.1421
amblyopia	0.2558
amblyopic	0.3325
ambo	0.1167
ambos	0.1256
amboyna	0.0618
ambrosia	0.9601
ambrosial	0.7846
ambrosially	0.5022
ambry	0.2374
ambulance	0.9925
ambulant	0.8170
ambulate	0.8342
ambulation	0.8238
ambulatory	0.9305
ambuscade	0.2553
ambush	0.9949
ambusher	0.9442
amebic	0.6471
ameliorable	0.6113
ameliorant	0.5293
ameliorate	0.7017
amelioration	0.6872
ameliorative	0.6490
ameliorator	0.6049
amen	0.9923
amenability	0.8198
amenable	0.9156
amenableness	0.6749
amenably	0.7654
amend	0.9798
amendable	0.9349
amendatory	0.5467
amender	0.5440
amendment	0.9946
amends	0.9952
amenity	0.9649
amenorrhea	0.4513
amentia	0.2980
amerce	0.1598
americanize	0.9408
americium	0.3961
amethyst	0.9609
amethystine	0.5725
amiability	0.9274
amiable	0.9486
amiableness	0.7763
amiably	0.9252
amicability	0.8856
amicable	0.9608
amicableness	0.7220
amicably	0.9433
amice	0.1969
amid	0.9816
amide	0.2699
amidic	0.1762
amidogen	0.1368
amidships	0.5561
amidst	0.9850
amigo	0.9080
amine	0.4024
amino	0.9430
aminoacidemia	0.3617
aminoaciduria	0.3141
aminophenol	0.5162
amiss	0.9663
amitosis	0.4652
amitotic	0.2628
amity	0.7707
ammeter	0.3469
ammine	0.2556
ammo	0.9396
ammonal	0.2351
ammonia	0.9894
ammoniac	0.5075
ammoniate	0.5361
ammonic	0.4848
ammonite	0.7351
ammonites	0.6186
ammonium	0.9009
ammunition	0.9926
amnesia	0.9956
amnesiac	0.9062
amnesic	0.7687
amnestic	0.4925
amnesty	0.9829
amniocentesis	0.6855
amnion	0.3434
amniotic	0.8889
amoeba	0.9700
amoebae	0.7527
amoebaean	0.4781
amoebic	0.8985
amoeboid	0.5589
amok	0.8417
amole	0.2048
among	0.9838
amongst	0.9903
amontillado	0.3343
amoral	0.8944
amorality	0.9003
amoretto	0.6327
amorism	0.5965
amorist	0.6560
amoroso	0.3138
amorous	0.9484
amorously	0.9433
amorousness	0.8624
amorphous	0.9233
amorphously	0.8222
amorphousness	0.7696
amortizable	0.5381
amortization	0.6822
amortize	0.6373
amount	0.9907
amour	0.8967
amoxicillin	0.8826
amp	0.9830
ampelopsis	0.1364
amperage	0.6998
ampere	0.6852
ampersand	0.8101
amphetamine	0.9571
amphibian	0.9945
amphibiotic	0.6328
amphibious	0.9711
amphibiously	0.8807
amphibiousness	0.7240
amphibole	0.3799
amphibological	0.5178
amphibology	0.5121
amphiboly	0.1542
amphibrach	0.1820
amphigoric	0.3616
amphigory	0.2470
amphimacer	0.0690
amphioxus	0.2381
amphipod	0.5649
amphiprostyle	0.1683
amphisbaena	0.0728
amphitheater	0.9675
amphitheatric	0.6046
amphitheatrically	0.5542
amphora	0.6495
amphoteric	0.3857
ampicillin	0.5434
ample	0.9772
ampleness	0.8784
amplification	0.9974
amplificatory	0.6583
amplifier	0.9883
amplify	0.9944
amplitude	0.9531
amply	0.9165
ampoule	0.5147
ampulla	0.3721
amputate	0.9974
amputation	1.0000
amputee	0.9929
amrita	0.0979
amt	0.1220
amuck	0.7955
amulet	0.9603
amusable	0.8293
amuse	0.9975
amused	0.9949
amusedly	0.8672
amusement	0.9922
amuser	0.8245
amusing	0.9974
amusingly	0.9795
amusingness	0.4944
amygdala	0.5322
amygdalate	0.3385
amygdaline	0.4014
amygdaloidal	0.3113
amygdule	0.1890
amyl	0.3514
amylase	0.4791
amyloid	0.4481
amylopsin	0.1524
amyotrophic	0.4501
an	0.9849
anabaena	0.0558
anabas	0.1210
anabasis	0.2317
anabatic	0.2356
anabolic	0.9229
anabolism	0.7225
anabranch	0.0900
anacardiaceous	0.2162
anachronic	0.6683
anachronism	0.8927
anachronistic	0.8701
anachronistically	0.8020
anachronous	0.7898
anachronously	0.6926
anacoluthia	0.1016
anacoluthic	0.1058
anacoluthon	0.0785
anaconda	0.9823
anacrusis	0.1880
anadem	0.1436
anadiplosis	0.1898
anaerobe	0.5733
anaerobia	0.6977
anaerobic	0.9399
anaerobium	0.3260
anaesthetize	0.9115
anaglyph	0.4919
anaglyphic	0.5385
anaglyptic	0.3889
anagogic	0.3292
anagogical	0.3985
anagram	0.9831
anagrammatic	0.7532
anagrammatically	0.7371
anagrammatist	0.5784
anagrammatize	0.5251
anagrams	0.9683
anal	0.9925
analectic	0.4974
analects	0.3443
analeptic	0.5364
analgesia	0.7943
analgesic	0.8600
anally	0.8796
analog	0.9764
analogical	0.9095
analogically	0.8812
analogism	0.7888
analogist	0.8850
analogize	0.8241
analogous	0.8971
analogously	0.8322
analogousness	0.6183
analogue	0.9837
analogy	0.9919
analphabet	0.1985
analphabetic	0.4323
analphabetism	0.3930
analyses	0.9101
analysis	0.9933
analyst	0.9973
analytic	0.9885
analytical	0.9931
analytically	0.9767
analytics	0.9766
analyzability	0.7455
analyzable	0.8420
analyze	0.9903
analyzer	0.9827
anamnesis	0.2850
anamorphic	0.8756
anamorphoscope	0.3846
anamorphous	0.8438
anaphase	0.6494
anaphor	0.2930
anaphora	0.4920
anaphoric	0.6566
anaphylactic	0.8981
anaphylaxis	0.8516
anaplastic	0.4932
anaptotic	0.2576
anarchic	0.9042
anarchical	0.9028
anarchically	0.8435
anarchism	0.9651
anarchist	0.9751
anarchistic	0.9615
anarchize	0.7460
anarchy	0.9924
anastigmatic	0.6257
anastomose	0.1933
anastomosis	0.3939
anastrophe	0.3088
anathema	0.7500
anathematic	0.6682
anathematization	0.4919
anathematize	0.5080
anatine	0.1554
anatomic	0.9446
anatomical	0.9825
anatomically	0.9751
anatomist	0.9265
anatomization	0.8320
anatomize	0.8931
anatomy	0.9928
anatropous	0.1985
ancestor	0.9901
ancestors	0.9947
ancestral	0.9954
ancestrally	0.9385
ancestress	0.7139
ancestry	0.9923
anchor	0.9908
anchorage	0.9664
anchored	0.9929
anchoress	0.4589
anchoret	0.2329
anchoretic	0.2457
anchorite	0.4682
anchoritic	0.2854
anchorless	0.9526
anchorman	0.9950
anchorwoman	0.9614
anchovy	0.9395
ancient	0.9867
anciently	0.8586
ancientness	0.7565
ancillary	0.8405
ancon	0.1010
and	0.9975
andante	0.4626
andantino	0.1980
andesine	0.2027
andesite	0.2484
andesitic	0.1398
andiron	0.4034
andradite	0.2824
androcentric	0.6688
androecial	0.1157
androgen	0.8408
androgenic	0.7757
androgynous	0.9107
androgyny	0.8907
android	0.9913
androsphinx	0.2015
anecdotage	0.5775
anecdotal	0.9477
anecdote	0.9788
anecdotic	0.7603
anecdotist	0.7488
anechoic	0.2653
anemia	0.9563
anemic	0.9421
anemograph	0.3904
anemography	0.3517
anemology	0.4483
anemometer	0.5215
anemometric	0.4110
anemometry	0.3804
anemone	0.8529
anemophily	0.1728
anemoscope	0.3559
anencephalic	0.4470
anencephaly	0.4011
anent	0.0912
aneroid	0.3979
anesthesia	0.9876
anesthesiologist	0.9444
anesthesiology	0.9522
anesthetic	0.9745
anesthetically	0.8248
anesthetics	0.9808
anesthetist	0.8560
anesthetization	0.8972
anesthetize	0.9530
aneurism	0.9512
aneurysm	0.9251
anew	0.9584
anfractuous	0.1744
angel	0.9919
angelfish	0.9858
angelhood	0.5936
angelic	0.9886
angelica	0.8218
angelical	0.9459
angelically	0.9517
angelolatry	0.1522
angelology	0.3643
angelus	0.3597
anger	0.9945
angers	0.9717
angina	0.8441
angioedema	0.5130
angiogenesis	0.5528
angiogram	0.8283
angiograph	0.7132
angiography	0.6317
angioplasty	0.8763
angiosperm	0.5910
angle	0.9945
angled	0.9876
angler	0.9654
angles	0.9921
anglesite	0.2067
angleworm	0.5741
anglicism	0.8386
anglicize	0.8281
angling	0.9651
anglomaniac	0.7363
anglophile	0.8443
angora	0.8479
angostura	0.3858
angrily	0.9926
angriness	0.7534
angry	0.9974
angst	0.9667
angstrom	0.4747
anguish	0.9875
anguished	0.9923
angular	0.9830
angularity	0.8899
angularly	0.8586
angulate	0.6837
angulated	0.7354
angulation	0.7172
angus	0.9458
anhinga	0.0745
anhydrate	0.5225
anhydride	0.4306
anhydrite	0.3846
anhydrous	0.5286
anile	0.2530
aniline	0.2982
anima	0.5702
animadversion	0.1641
animadvert	0.1465
animal	0.9976
animalcular	0.2014
animalcule	0.1597
animalism	0.9413
animalist	0.8966
animalistic	0.9924
animalization	0.8430
animalize	0.8000
animally	0.4982
animate	0.9876
animated	0.9933
animatedly	0.9282
animating	0.9951
animatingly	0.5830
animation	1.0000
animator	0.9972
anime	0.8945
animism	0.6941
animist	0.6913
animistic	0.6911
animosity	0.9827
animus	0.7157
anion	0.3624
anionic	0.4492
anis	0.3396
anise	0.7429
aniseed	0.5835
anisette	0.4198
anisole	0.2196
anisotropic	0.3498
anisotropy	0.2494
ankh	0.5486
ankle	0.9950
anklebone	0.8922
anklet	0.9547
anlage	0.0370
annalist	0.5065
annalistic	0.4975
annals	0.8291
annatto	0.2246
anneal	0.4866
annelid	0.3326
annex	0.9732
annexable	0.7922
annexation	0.8701
annexationist	0.4727
annexure	0.2756
annihilable	0.5707
annihilate	0.9603
annihilation	0.9694
annihilationist	0.8125
annihilative	0.6970
annihilator	0.9455
anniversary	0.9925
annotate	0.9622
annotation	0.9852
annotative	0.8959
annotator	0.8958
announce	0.9975
announcement	0.9976
announcer	0.9837
annoy	0.9925
annoyance	0.9896
annoyed	0.9950
annoyer	0.8203
annoying	1.0000
annoyingly	0.9849
annoyingness	0.7377
annual	0.9978
annualize	0.7980
annually	0.9973
annuitant	0.3126
annuity	0.9530
annul	0.8496
annular	0.7240
annularity	0.5193
annularly	0.3855
annulated	0.6746
annulet	0.3959
annullable	0.7818
annulment	0.9377
annulus	0.4936
annunciate	0.8883
annunciation	0.8945
anodal	0.4501
anode	0.7884
anodic	0.3593
anodize	0.6961
anodyne	0.6408
anoestrous	0.1864
anoestrus	0.1657
anoint	0.9040
anointed	0.9265
anointer	0.7868
anointment	0.9095
anole	0.3611
anomalism	0.6984
anomalistic	0.7433
anomalous	0.8254
anomalously	0.7031
anomalousness	0.4711
anomaly	0.9681
anomia	0.5030
anomic	0.4793
anomy	0.3290
anon	0.8632
anonym	0.6826
anonymity	0.9847
anonymous	0.9976
anonymously	0.9887
anonymousness	0.6667
anopheles	0.2578
anorak	0.6462
anorectic	0.3815
anorexia	0.9975
anorexic	0.9905
anorthic	0.1913
anosmatic	0.2500
another	0.9973
anoxia	0.4447
anoxic	0.4522
anserine	0.1117
answer	0.9976
answerability	0.8305
answerable	0.9805
answerableness	0.4023
answerably	0.7136
answerer	0.8028
answerless	0.8640
ant	0.9872
anta	0.0902
antacid	0.9520
antaean	0.1991
antagonism	0.9798
antagonist	0.9913
antagonistic	0.9705
antagonistically	0.9644
antagonize	0.9878
antarctic	0.9562
ante	0.8945
anteater	0.9504
antebellum	0.9040
antecede	0.8383
antecedence	0.8178
antecedent	0.8676
antecedently	0.6613
antecessor	0.5405
antechamber	0.8592
antechapel	0.5144
antedate	0.4788
antediluvian	0.5714
antefix	0.1984
antelope	0.9975
antemeridian	0.6302
antemundane	0.2749
antenatal	0.6486
antenna	0.9975
antennae	0.9658
antennal	0.5385
antennary	0.3559
antenniform	0.2350
antennules	0.2657
antenuptial	0.5789
antepartum	0.7186
antependium	0.4179
antepenult	0.1866
antepenultimate	0.5431
anterior	0.9129
anteriority	0.5288
anterograde	0.3927
anterolateral	0.5328
anteroom	0.7135
antes	0.6355
anthelmintic	0.0610
anthem	1.0000
anthemia	0.5284
anthemion	0.2005
anther	0.4116
anthill	0.9302
anthodium	0.2692
anthological	0.8376
anthologist	0.9264
anthologize	0.7760
anthology	0.9921
anthracic	0.4524
anthracite	0.6575
anthracitic	0.6366
anthracnose	0.0953
anthrax	0.9860
anthropic	0.8581
anthropocentric	0.7892
anthropocentrism	0.6209
anthropogenesis	0.6975
anthropogenic	0.7455
anthropogeography	0.6565
anthropography	0.7042
anthropoid	0.7903
anthropological	0.9729
anthropologically	0.9538
anthropologist	0.9799
anthropology	0.9884
anthropometric	0.6400
anthropometrical	0.5339
anthropometrically	0.5822
anthropometry	0.4837
anthropomorphic	0.8969
anthropomorphically	0.8575
anthropomorphism	0.8602
anthropomorphist	0.8727
anthropomorphize	0.8557
anthropomorphosis	0.8370
anthropomorphous	0.8568
anthroponomy	0.4639
anthropopathy	0.4233
anthropophagi	0.2909
anthropophagic	0.5561
anthropophagite	0.3227
anthropophagous	0.4624
anthroposophist	0.4500
anthroposophy	0.3922
anti	0.9238
antiaircraft	0.9111
antibacterial	0.9949
antibiosis	0.5036
antibiotic	0.9881
antibiotics	0.9949
antibody	0.9956
antic	0.9713
anticancer	0.6375
anticathode	0.5682
anticensorship	0.8564
antichlor	0.1750
anticholinergic	0.3757
antichrist	0.9876
antichristian	0.8984
antichurch	0.7171
anticipant	0.8079
anticipatable	0.7403
anticipate	0.9972
anticipation	0.9924
anticipative	0.8145
anticipatively	0.6485
anticipator	0.9308
anticipatorily	0.7490
anticipatory	0.9624
anticlassical	0.8787
anticlassicist	0.7531
anticlerical	0.8186
anticlericalism	0.7778
anticlimactic	0.9705
anticlimax	0.9573
anticline	0.4390
anticlockwise	0.8225
anticoagulant	0.9051
anticoagulation	0.8972
anticommunism	0.9296
anticommunist	0.9341
anticonvulsant	0.8366
anticonvulsive	0.8571
anticorrosion	0.8826
anticorrosive	0.9478
antics	0.9824
anticyclone	0.6942
antidemocrat	0.7227
antidemocratic	0.9033
antidepressant	0.9920
antidiphtheritic	0.4234
antidiuretic	0.8633
antidotal	0.7820
antidote	0.9774
antidrug	0.8744
antidumping	0.6325
antiemetic	0.4761
antiepileptic	0.6533
antiestablishment	0.9594
antievolution	0.7576
antievolutionist	0.8170
antifascist	0.9169
antifeminism	0.9316
antifeminist	0.9490
antifoam	0.6206
antifoaming	0.8712
antifouling	0.5153
antifreeze	0.9857
antifriction	0.7712
antifundamentalist	0.9236
antifungal	0.9784
antigambling	0.7465
antigen	0.8460
antigenic	0.6464
antiglare	0.8491
antigovernment	0.9488
antigravity	0.9869
antigrowth	0.7760
antigun	0.5182
antihero	0.8906
antiheroic	0.8791
antihistamine	0.9545
antihistaminic	0.7707
antihuman	0.8273
antiknock	0.3093
antilegomena	0.1435
antiliquor	0.3049
antilogarithm	0.5375
antilogism	0.5036
antilogous	0.3106
antilogy	0.3678
antimacassar	0.3342
antimasque	0.2665
antimatter	0.9141
antimicrobial	0.9437
antimilitarism	0.9034
antimilitarist	0.8841
antimilitary	0.8775
antimissile	0.7475
antimonarchic	0.7465
antimonarchical	0.8254
antimonarchist	0.8495
antimonite	0.3520
antimonopoly	0.6875
antimony	0.7292
antinational	0.7051
antinationalist	0.8799
antinationalistic	0.8306
antineutrino	0.4628
antinomian	0.3135
antinomianism	0.3275
antinomy	0.5550
antinuclear	0.9054
antioxidant	0.9949
antipapal	0.6951
antiparliamentary	0.9416
antipasto	0.8467
antipathetic	0.7898
antipathetically	0.7269
antipathic	0.7763
antipathy	0.9121
antipatriotic	0.8842
antipersonnel	0.8217
antiperspirant	0.9847
antiphon	0.4028
antiphonal	0.4880
antiphonally	0.4499
antiphonary	0.3638
antiphonic	0.6825
antiphony	0.6846
antiphrasis	0.2879
antiphrastic	0.3875
antiphrastically	0.3411
antipodal	0.6158
antipode	0.6691
antipodean	0.5819
antipodes	0.7016
antipoetic	0.8440
antipollution	0.8425
antipope	0.5052
antipoverty	0.8428
antipsychotic	0.9282
antipsychotics	0.8957
antipyretic	0.5290
antiquarian	0.8044
antiquarianism	0.7214
antiquary	0.7323
antiquate	0.9225
antiquated	0.9721
antiquation	0.8224
antique	0.9977
antiquely	0.7160
antiqueness	0.7529
antiques	0.9884
antiquing	0.8612
antiquity	0.9705
antiradical	0.8257
antirational	0.6819
antirealism	0.8665
antireform	0.3902
antireligious	0.9144
antirevisionist	0.7611
antirevolutionary	0.8631
antiroyalist	0.7431
antirrhinum	0.2211
antirust	0.6833
antiscientific	0.8636
antisemitic	0.9410
antisemitism	0.9639
antisepsis	0.7352
antiseptic	0.9877
antiseptically	0.8475
antiseptics	0.9688
antiserum	0.7609
antiskid	0.5633
antislavery	0.9357
antismoking	0.8759
antisocial	0.9792
antisocialist	0.9373
antispasmodic	0.7845
antistrike	0.7279
antistrophe	0.3333
antistrophic	0.4595
antisubmarine	0.7080
antitank	0.6294
antitheft	0.9420
antitheism	0.8421
antitheist	0.8342
antitheses	0.8968
antithesis	0.9599
antithetic	0.6707
antithetical	0.7454
antithetically	0.7122
antitoxic	0.7927
antitoxin	0.9534
antitrade	0.6753
antitrades	0.4292
antitrust	0.8475
antitrypsin	0.2727
antitype	0.6667
antitypical	0.7012
antiunion	0.5760
antivenin	0.2815
antiviral	0.9661
antivirus	0.9950
antivivisection	0.6513
antivivisectionist	0.6466
antiwar	0.9007
antler	0.9876
antlered	0.8654
antlerless	0.7569
antonomasia	0.2402
antonym	0.9422
antonymous	0.5658
antsy	0.9474
anuran	0.0668
anuria	0.2413
anus	0.9951
anvil	0.9690
anxiety	0.9896
anxiolytic	0.3356
anxious	0.9897
anxiously	0.9976
anxiousness	0.9607
any	0.9939
anybody	0.9923
anyhow	0.9636
anymore	0.9849
anyone	0.9948
anyplace	0.7878
anything	0.9974
anytime	0.9881
anyway	0.9851
anyways	0.8319
anywhere	0.9924
anywise	0.5000
aorist	0.1547
aoristic	0.2238
aoristically	0.1581
aorta	0.9297
aortal	0.8137
aortic	0.8504
aoudad	0.0537
apace	0.6667
apache	0.9649
